Embalaje,Ancho_cm,Largo_cm,Alto_cm,Peso_kg,Manipulacion,Procedencia,Temperatura,Protocolo
1,49.0,90.7,87.7,38.04,normal,D,ambiente,Protocolo_1
1,72.0,18.2,25.9,4.29,normal,D,ambiente,Protocolo_1
3,87.8,12.6,86.8,13.65,normal,B,refrigerado,Protocolo_1
3,67.6,34.7,89.5,38.15,normal,C,ambiente,Protocolo_1
1,76.5,62.8,78.7,32.61,normal,A,ambiente,Protocolo_2
1,21.5,62.2,92.8,4.03,fragil,A,ambiente,Protocolo_2
1,88.4,30.8,96.3,11.15,fragil,A,ambiente,Protocolo_2
1,31.2,95.4,92.9,37.33,normal,B,ambiente,Protocolo_1
3,17.2,34.2,53.7,77.42,fragil,A,ambiente,Protocolo_2
3,97.7,81.4,49.0,39.01,normal,C,ambiente,Protocolo_1
1,24.2,84.0,15.0,61.85,normal,C,ambiente,Protocolo_2
3,18.0,14.4,25.5,35.56,normal,D,ambiente,Protocolo_1
1,64.5,27.1,67.0,15.5,normal,C,refrigerado,Protocolo_2
2,35.3,25.4,17.1,1.89,fragil,B,ambiente,Protocolo_1
2,17.7,92.4,94.5,30.16,fragil,B,ambiente,Protocolo_1
3,62.1,38.4,26.6,73.58,normal,D,ambiente,Protocolo_1
3,77.1,84.5,13.4,26.12,normal,A,ambiente,Protocolo_1
1,80.4,50.4,27.3,29.61,normal,A,ambiente,Protocolo_1
1,19.8,48.4,9.6,55.48,normal,C,ambiente,Protocolo_2
1,57.9,90.8,20.8,59.01,normal,D,refrigerado,Protocolo_2
1,82.3,46.9,60.8,48.75,normal,A,ambiente,Protocolo_1
3,20.3,75.8,32.5,27.19,normal,D,ambiente,Protocolo_1
3,24.7,45.3,81.1,75.63,normal,B,ambiente,Protocolo_2
1,5.2,14.7,43.4,28.33,normal,C,ambiente,Protocolo_1
3,54.8,10.0,72.8,23.5,normal,C,ambiente,Protocolo_1
2,23.5,24.8,72.3,67.48,fragil,B,refrigerado,Protocolo_2
2,73.8,73.6,17.9,74.83,normal,D,ambiente,Protocolo_1
2,96.4,40.5,10.4,76.53,normal,B,ambiente,Protocolo_1
1,24.8,48.1,85.0,42.75,normal,C,refrigerado,Protocolo_2
3,66.7,14.7,71.6,69.59,fragil,B,ambiente,Protocolo_2
1,25.1,64.2,21.6,14.86,normal,C,refrigerado,Protocolo_2
1,6.7,81.3,69.6,71.14,normal,D,ambiente,Protocolo_2
1,77.1,64.3,36.3,60.7,fragil,B,ambiente,Protocolo_2
1,46.2,98.5,10.4,32.06,normal,A,refrigerado,Protocolo_2
1,94.9,6.6,26.7,19.77,fragil,C,refrigerado,Protocolo_2
1,55.8,6.5,76.8,60.82,fragil,A,ambiente,Protocolo_2
3,20.0,52.5,42.1,34.56,normal,A,refrigerado,Protocolo_1
3,47.7,30.3,56.8,78.29,normal,B,ambiente,Protocolo_1
1,24.3,70.2,18.0,68.4,normal,A,ambiente,Protocolo_2
1,88.4,80.4,13.8,63.28,fragil,D,ambiente,Protocolo_2
2,70.6,14.7,27.7,26.84,normal,A,refrigerado,Protocolo_2
3,37.4,92.1,49.9,56.99,fragil,B,ambiente,Protocolo_2
3,55.1,7.8,85.5,60.52,fragil,C,ambiente,Protocolo_2
3,68.6,70.4,77.5,32.87,normal,A,ambiente,Protocolo_1
2,79.4,41.5,20.2,7.75,normal,C,refrigerado,Protocolo_1
2,12.6,68.4,11.8,58.88,normal,A,ambiente,Protocolo_1
1,7.1,14.3,26.4,23.7,normal,C,ambiente,Protocolo_1
3,15.9,94.0,86.0,10.79,normal,B,refrigerado,Protocolo_1
3,42.5,94.1,54.0,3.61,normal,C,refrigerado,Protocolo_2
1,49.3,54.3,81.7,26.32,normal,A,ambiente,Protocolo_1
3,18.0,53.4,40.1,40.89,fragil,D,refrigerado,Protocolo_2
1,44.1,65.3,61.1,3.26,fragil,B,ambiente,Protocolo_2
3,47.0,60.1,61.5,45.16,normal,B,ambiente,Protocolo_1
3,15.4,56.6,64.5,71.65,normal,A,ambiente,Protocolo_1
1,92.1,61.0,49.7,47.91,normal,A,refrigerado,Protocolo_2
2,61.9,86.6,27.7,42.06,fragil,A,refrigerado,Protocolo_2
1,41.9,63.1,45.7,18.73,normal,A,refrigerado,Protocolo_2
2,53.2,23.6,97.6,35.25,normal,B,refrigerado,Protocolo_1
3,34.8,91.8,30.9,48.13,fragil,C,refrigerado,Protocolo_2
1,86.2,25.5,73.9,69.24,normal,A,refrigerado,Protocolo_2
2,59.6,20.7,94.7,70.57,normal,A,ambiente,Protocolo_2
3,52.0,99.7,58.8,36.26,fragil,A,refrigerado,Protocolo_2
1,91.5,25.3,51.5,14.86,normal,B,ambiente,Protocolo_1
1,84.6,14.5,16.5,56.65,normal,A,ambiente,Protocolo_2
2,82.2,58.4,76.6,76.06,fragil,A,ambiente,Protocolo_2
2,26.4,83.6,91.6,76.64,fragil,B,refrigerado,Protocolo_2
2,19.5,10.8,98.2,79.65,fragil,B,refrigerado,Protocolo_2
1,70.6,51.6,24.2,20.33,fragil,A,ambiente,Protocolo_2
3,49.5,11.5,92.4,66.99,normal,C,refrigerado,Protocolo_2
2,70.0,45.7,40.2,4.33,fragil,B,refrigerado,Protocolo_2
1,77.3,37.7,63.8,1.4,fragil,C,ambiente,Protocolo_2
3,33.1,18.0,26.2,53.97,normal,B,refrigerado,Protocolo_2
3,32.0,93.4,28.6,9.77,normal,B,ambiente,Protocolo_1
2,51.6,65.3,63.8,31.19,normal,D,ambiente,Protocolo_1
1,31.0,85.1,51.1,1.19,normal,C,ambiente,Protocolo_1
2,68.4,91.1,96.6,7.13,normal,A,ambiente,Protocolo_1
2,75.9,93.4,30.1,16.85,normal,C,ambiente,Protocolo_1
1,49.8,76.1,88.4,44.45,normal,C,ambiente,Protocolo_2
2,73.8,34.2,48.7,26.69,normal,D,refrigerado,Protocolo_1
3,53.5,83.7,17.8,45.2,normal,B,ambiente,Protocolo_1
1,72.7,54.4,27.7,51.99,normal,B,ambiente,Protocolo_2
3,26.4,30.8,76.8,0.47,normal,B,ambiente,Protocolo_1
1,75.2,41.6,83.5,67.85,fragil,B,ambiente,Protocolo_2
3,72.9,33.6,8.8,4.81,normal,A,refrigerado,Protocolo_1
2,30.3,49.3,44.0,69.87,normal,C,refrigerado,Protocolo_2
1,57.8,79.2,51.9,78.09,normal,C,refrigerado,Protocolo_2
3,86.3,51.1,63.4,72.3,normal,C,ambiente,Protocolo_2
1,28.7,30.4,66.8,43.47,normal,C,refrigerado,Protocolo_2
2,74.9,13.3,83.9,61.62,normal,A,ambiente,Protocolo_1
1,95.6,86.3,31.0,13.98,normal,A,ambiente,Protocolo_1
3,87.3,44.7,15.6,74.98,normal,B,refrigerado,Protocolo_2
3,43.1,47.0,22.7,2.06,normal,B,ambiente,Protocolo_1
3,62.7,77.6,94.0,44.21,normal,D,ambiente,Protocolo_2
2,99.2,85.7,56.9,37.0,fragil,C,refrigerado,Protocolo_2
2,59.0,53.6,25.8,63.79,normal,B,ambiente,Protocolo_1
2,15.9,65.1,79.7,59.65,normal,B,refrigerado,Protocolo_2
3,9.3,27.7,60.8,26.55,fragil,B,ambiente,Protocolo_1
3,80.1,93.8,39.9,13.25,normal,C,ambiente,Protocolo_1
1,45.2,59.0,6.7,63.58,normal,C,ambiente,Protocolo_2
2,28.4,73.4,79.4,78.2,fragil,C,ambiente,Protocolo_2
1,38.0,15.9,73.2,8.01,normal,D,ambiente,Protocolo_1
1,77.0,65.5,29.9,58.68,fragil,B,refrigerado,Protocolo_2
3,49.2,40.1,30.2,41.35,normal,C,ambiente,Protocolo_1
1,87.5,47.8,30.8,25.1,normal,A,ambiente,Protocolo_1
3,74.8,69.8,68.7,1.35,fragil,C,ambiente,Protocolo_2
2,97.5,80.7,32.9,57.98,normal,B,ambiente,Protocolo_2
1,89.4,38.2,34.5,10.74,fragil,C,ambiente,Protocolo_2
2,29.2,88.0,40.8,68.1,fragil,C,ambiente,Protocolo_2
2,67.6,25.8,98.1,21.31,normal,B,refrigerado,Protocolo_1
3,7.0,58.5,48.7,47.47,fragil,A,refrigerado,Protocolo_2
2,99.2,19.4,40.9,22.88,normal,C,ambiente,Protocolo_1
3,29.8,32.5,49.7,56.24,normal,B,ambiente,Protocolo_1
3,68.2,90.1,73.3,9.55,normal,B,ambiente,Protocolo_1
3,85.7,6.1,89.0,27.57,normal,C,ambiente,Protocolo_1
2,20.2,92.0,99.1,40.81,normal,C,ambiente,Protocolo_1
1,85.5,36.2,51.2,46.92,normal,A,ambiente,Protocolo_1
2,6.2,71.1,48.7,46.45,fragil,B,refrigerado,Protocolo_2
1,47.0,13.7,36.4,6.54,normal,C,ambiente,Protocolo_1
2,49.8,65.9,79.0,2.9,fragil,B,ambiente,Protocolo_2
3,40.5,91.4,67.3,19.13,normal,B,ambiente,Protocolo_1
2,60.7,57.7,39.5,3.21,normal,C,ambiente,Protocolo_1
1,91.9,39.4,54.3,17.8,normal,A,ambiente,Protocolo_1
2,36.1,80.4,24.6,4.93,normal,D,ambiente,Protocolo_1
3,60.0,72.7,70.9,42.28,normal,A,ambiente,Protocolo_1
3,88.4,16.2,29.0,8.54,normal,C,ambiente,Protocolo_1
1,78.4,68.2,38.2,33.34,normal,C,ambiente,Protocolo_1
2,8.9,68.1,11.5,61.61,normal,C,refrigerado,Protocolo_2
2,94.6,76.4,25.9,61.84,normal,C,ambiente,Protocolo_2
1,9.4,35.0,23.5,45.06,normal,B,refrigerado,Protocolo_2
1,60.9,43.1,74.9,2.66,normal,D,refrigerado,Protocolo_2
1,59.7,96.2,71.0,43.03,fragil,C,ambiente,Protocolo_2
3,79.7,59.5,56.1,20.36,normal,D,refrigerado,Protocolo_2
3,19.1,53.3,41.8,45.56,normal,A,refrigerado,Protocolo_2
3,22.0,98.8,89.5,72.69,normal,C,refrigerado,Protocolo_2
3,76.5,26.8,89.0,47.99,normal,C,ambiente,Protocolo_2
3,19.2,42.8,62.3,75.26,normal,D,ambiente,Protocolo_1
1,49.6,77.2,67.5,16.85,normal,B,ambiente,Protocolo_1
3,74.5,72.7,80.7,21.61,normal,C,ambiente,Protocolo_2
1,66.9,96.8,73.7,12.07,fragil,B,ambiente,Protocolo_2
2,25.0,67.2,26.4,6.45,normal,C,refrigerado,Protocolo_1
2,33.9,34.7,52.8,1.04,normal,C,refrigerado,Protocolo_1
2,97.1,42.8,19.4,74.25,normal,D,ambiente,Protocolo_2
1,47.6,13.5,81.9,36.25,normal,B,ambiente,Protocolo_1
1,9.2,92.8,67.1,75.12,normal,B,ambiente,Protocolo_2
3,25.9,17.2,98.0,69.15,normal,D,ambiente,Protocolo_1
1,37.5,56.8,18.0,59.56,fragil,B,ambiente,Protocolo_2
1,100.0,43.1,53.5,73.44,normal,B,refrigerado,Protocolo_2
3,33.8,17.8,73.8,21.27,normal,B,refrigerado,Protocolo_1
1,7.5,32.8,87.4,68.54,normal,C,ambiente,Protocolo_2
3,53.7,65.2,86.1,54.46,normal,D,ambiente,Protocolo_2
3,12.9,8.0,24.2,48.04,normal,A,ambiente,Protocolo_1
2,31.0,96.8,98.3,49.57,normal,A,refrigerado,Protocolo_2
1,99.3,91.4,98.2,72.51,normal,A,ambiente,Protocolo_2
1,71.9,13.0,97.1,74.33,normal,A,ambiente,Protocolo_2
1,9.8,87.5,63.3,14.32,normal,A,ambiente,Protocolo_1
2,47.6,36.2,84.0,6.65,normal,C,ambiente,Protocolo_1
1,21.3,11.4,12.2,21.96,fragil,B,ambiente,Protocolo_1
2,16.7,34.1,29.3,64.85,normal,B,ambiente,Protocolo_1
1,60.8,81.8,13.7,7.95,normal,D,ambiente,Protocolo_1
2,53.0,68.3,53.0,53.01,normal,D,refrigerado,Protocolo_2
1,75.6,27.7,96.6,32.06,normal,B,ambiente,Protocolo_1
3,89.8,73.3,66.7,73.0,normal,A,ambiente,Protocolo_1
1,28.4,72.2,48.8,65.64,normal,B,ambiente,Protocolo_2
1,92.7,75.6,80.3,40.72,normal,D,ambiente,Protocolo_2
1,54.2,56.4,57.3,30.58,normal,D,ambiente,Protocolo_2
3,29.6,82.8,48.5,66.8,normal,B,ambiente,Protocolo_1
1,85.3,65.9,64.8,19.7,normal,D,ambiente,Protocolo_1
2,8.4,16.9,53.6,43.56,fragil,B,refrigerado,Protocolo_2
2,58.2,82.0,65.9,74.55,normal,C,refrigerado,Protocolo_2
2,73.6,35.8,81.3,48.38,fragil,D,ambiente,Protocolo_2
3,31.6,72.0,48.9,74.42,normal,A,ambiente,Protocolo_2
3,87.0,69.1,44.4,35.47,normal,A,refrigerado,Protocolo_2
2,27.8,36.9,58.1,50.42,normal,B,refrigerado,Protocolo_1
3,84.8,20.4,91.0,75.24,fragil,B,ambiente,Protocolo_2
1,12.5,71.0,45.2,59.03,normal,D,ambiente,Protocolo_2
3,20.2,85.7,85.5,72.47,fragil,B,ambiente,Protocolo_2
2,41.2,84.6,63.6,66.6,normal,C,ambiente,Protocolo_2
3,86.1,64.5,6.2,6.41,normal,A,refrigerado,Protocolo_1
3,18.7,26.6,50.2,20.83,normal,D,refrigerado,Protocolo_1
3,88.2,35.0,25.0,59.37,normal,C,ambiente,Protocolo_2
3,26.8,76.7,19.3,71.23,normal,A,ambiente,Protocolo_1
2,48.0,44.0,27.3,64.22,fragil,A,ambiente,Protocolo_2
1,38.5,74.6,72.7,25.19,normal,A,ambiente,Protocolo_1
2,16.2,34.4,64.6,49.76,normal,B,ambiente,Protocolo_1
1,94.7,5.6,56.0,52.98,fragil,C,ambiente,Protocolo_2
3,46.6,62.3,52.1,35.1,normal,C,ambiente,Protocolo_1
1,70.6,62.1,42.0,47.1,normal,B,ambiente,Protocolo_2
1,59.7,64.6,89.2,78.88,fragil,C,ambiente,Protocolo_2
1,52.7,30.5,93.6,43.67,fragil,D,ambiente,Protocolo_2
2,63.6,82.1,77.6,15.71,normal,B,refrigerado,Protocolo_1
2,90.3,51.3,32.4,40.43,normal,C,ambiente,Protocolo_1
3,71.4,77.4,91.8,14.22,normal,A,ambiente,Protocolo_1
2,55.6,63.1,82.8,55.12,normal,A,ambiente,Protocolo_2
1,66.3,44.5,16.8,72.17,fragil,A,ambiente,Protocolo_2
1,62.6,69.6,37.5,54.13,fragil,D,ambiente,Protocolo_2
1,46.1,59.6,36.1,70.24,fragil,C,refrigerado,Protocolo_2
2,64.4,53.5,74.4,58.27,normal,D,refrigerado,Protocolo_2
3,47.1,66.6,54.8,35.11,normal,B,ambiente,Protocolo_1
2,77.0,13.2,30.4,43.15,normal,A,ambiente,Protocolo_1
3,97.0,91.5,26.9,42.7,fragil,A,ambiente,Protocolo_2
1,96.2,36.8,48.5,31.52,fragil,B,ambiente,Protocolo_2
1,83.0,26.3,68.3,7.62,normal,D,ambiente,Protocolo_1
3,62.2,78.3,53.3,56.2,normal,A,ambiente,Protocolo_1
1,76.2,27.0,29.8,3.96,normal,D,ambiente,Protocolo_1
1,21.9,99.6,63.9,16.48,normal,A,refrigerado,Protocolo_2
2,50.5,44.9,99.9,36.42,normal,A,ambiente,Protocolo_1
3,29.4,33.2,21.8,78.97,normal,A,refrigerado,Protocolo_2
3,5.3,10.9,55.2,24.69,normal,A,ambiente,Protocolo_1
1,96.8,9.0,40.7,63.62,normal,C,ambiente,Protocolo_2
3,87.1,14.0,25.7,33.67,normal,D,refrigerado,Protocolo_2
3,53.8,5.5,88.2,17.88,normal,D,ambiente,Protocolo_1
3,29.1,36.1,96.0,2.32,normal,A,refrigerado,Protocolo_1
3,70.8,34.5,38.3,7.26,normal,B,ambiente,Protocolo_1
1,46.3,45.9,38.0,33.46,normal,B,ambiente,Protocolo_1
3,81.3,27.1,13.7,32.13,fragil,A,ambiente,Protocolo_1
1,100.0,11.0,63.7,50.18,fragil,B,ambiente,Protocolo_2
3,38.2,11.8,7.5,5.17,normal,A,refrigerado,Protocolo_1
2,28.2,22.3,52.1,22.86,normal,A,ambiente,Protocolo_1
3,30.4,35.1,19.5,2.07,normal,D,refrigerado,Protocolo_1
2,13.9,19.1,68.9,69.78,normal,C,ambiente,Protocolo_1
2,42.4,39.7,93.2,31.92,normal,C,ambiente,Protocolo_1
2,6.7,92.6,13.4,46.83,fragil,B,ambiente,Protocolo_2
3,15.9,29.9,78.9,56.9,normal,B,refrigerado,Protocolo_1
3,30.8,21.0,83.9,21.58,normal,B,refrigerado,Protocolo_1
1,20.2,68.2,21.7,10.97,normal,A,ambiente,Protocolo_1
3,74.6,51.6,92.7,46.51,fragil,D,ambiente,Protocolo_2
2,15.0,9.5,64.0,72.29,normal,C,ambiente,Protocolo_1
1,87.3,79.8,55.8,71.43,fragil,B,refrigerado,Protocolo_2
2,26.0,73.0,68.8,24.8,normal,C,ambiente,Protocolo_1
3,15.3,97.8,32.4,21.44,normal,D,refrigerado,Protocolo_2
3,6.0,94.1,7.4,28.41,normal,A,ambiente,Protocolo_1
3,72.9,60.5,47.0,19.77,fragil,D,ambiente,Protocolo_2
2,29.4,70.2,75.6,77.17,normal,A,ambiente,Protocolo_1
3,53.4,43.9,92.3,2.97,normal,A,refrigerado,Protocolo_1
2,15.6,89.4,45.9,15.47,fragil,D,ambiente,Protocolo_2
3,98.6,57.5,30.0,2.46,normal,A,ambiente,Protocolo_1
2,16.9,35.9,17.5,68.35,fragil,C,ambiente,Protocolo_2
1,44.1,5.9,93.9,37.83,normal,B,ambiente,Protocolo_1
1,85.9,60.7,26.9,18.4,normal,B,ambiente,Protocolo_1
1,28.3,54.9,91.6,31.75,fragil,D,ambiente,Protocolo_2
1,30.4,82.1,22.5,8.67,normal,B,refrigerado,Protocolo_1
2,81.8,22.8,6.7,8.79,normal,A,refrigerado,Protocolo_1
2,31.0,82.5,26.3,75.76,normal,A,refrigerado,Protocolo_2
1,5.3,6.5,51.8,55.75,normal,D,ambiente,Protocolo_2
2,45.7,60.8,38.1,51.17,normal,D,ambiente,Protocolo_1
2,6.2,42.7,91.2,37.93,normal,A,refrigerado,Protocolo_1
1,91.4,36.5,56.8,39.29,fragil,B,ambiente,Protocolo_2
2,66.0,46.2,16.2,61.81,normal,B,ambiente,Protocolo_1
2,60.4,26.2,64.4,4.38,normal,D,ambiente,Protocolo_1
2,24.2,22.4,41.9,53.46,normal,C,refrigerado,Protocolo_2
2,71.5,81.5,69.5,44.13,normal,C,ambiente,Protocolo_2
3,69.3,26.6,79.7,24.67,fragil,A,ambiente,Protocolo_1
1,10.7,75.0,98.6,17.41,normal,B,ambiente,Protocolo_1
2,88.7,72.6,59.8,68.97,normal,C,ambiente,Protocolo_2
2,60.0,8.2,39.8,74.54,normal,A,refrigerado,Protocolo_1
1,80.3,88.7,46.2,7.85,normal,B,refrigerado,Protocolo_2
3,30.0,80.0,43.2,13.75,normal,D,refrigerado,Protocolo_1
1,16.6,80.6,47.8,53.44,normal,C,ambiente,Protocolo_2
1,71.7,81.9,7.9,61.97,normal,A,ambiente,Protocolo_2
3,80.4,60.3,28.5,39.41,normal,B,ambiente,Protocolo_1
3,41.7,99.4,98.8,74.17,normal,B,ambiente,Protocolo_2
3,7.3,22.0,93.2,69.87,normal,A,ambiente,Protocolo_1
3,82.7,11.9,9.6,10.28,normal,B,refrigerado,Protocolo_1
3,24.6,71.9,98.1,11.57,normal,A,ambiente,Protocolo_1
2,37.2,32.9,80.2,7.05,fragil,D,ambiente,Protocolo_1
3,64.7,62.8,5.3,70.06,fragil,B,refrigerado,Protocolo_2
1,14.5,42.2,91.8,44.7,normal,A,ambiente,Protocolo_2
2,11.8,36.7,96.2,75.32,normal,B,refrigerado,Protocolo_2
2,7.4,89.9,64.7,58.39,normal,A,ambiente,Protocolo_1
3,92.1,18.5,79.9,58.61,fragil,C,ambiente,Protocolo_2
3,34.6,23.0,36.6,10.19,normal,C,ambiente,Protocolo_1
2,67.8,68.4,59.4,8.94,normal,B,ambiente,Protocolo_1
2,99.0,79.3,74.5,74.49,fragil,C,refrigerado,Protocolo_2
1,68.6,84.1,58.3,38.71,normal,B,refrigerado,Protocolo_2
3,54.9,27.0,33.9,79.52,normal,B,ambiente,Protocolo_1
2,54.5,88.8,66.7,25.98,normal,A,ambiente,Protocolo_1
2,40.8,62.9,84.6,49.79,normal,A,ambiente,Protocolo_1
3,62.0,83.2,84.4,45.91,normal,A,refrigerado,Protocolo_2
2,96.1,11.5,17.6,5.63,normal,A,ambiente,Protocolo_1
1,79.9,38.9,47.3,41.6,normal,C,ambiente,Protocolo_2
1,45.3,54.9,8.7,73.97,normal,A,refrigerado,Protocolo_2
1,36.6,59.8,65.1,36.42,normal,A,ambiente,Protocolo_1
3,88.9,14.4,28.0,37.92,normal,A,ambiente,Protocolo_1
1,17.9,56.2,93.4,56.13,normal,B,ambiente,Protocolo_2
1,85.7,68.2,63.7,62.5,fragil,A,refrigerado,Protocolo_2
2,29.2,39.4,43.1,66.27,fragil,A,ambiente,Protocolo_2
3,73.0,52.6,74.5,36.27,normal,D,refrigerado,Protocolo_2
2,81.6,32.8,24.7,35.63,normal,A,ambiente,Protocolo_1
3,50.3,87.7,13.7,37.97,normal,B,ambiente,Protocolo_1
3,23.3,61.9,13.3,77.53,normal,C,ambiente,Protocolo_1
1,85.3,57.4,60.4,74.35,fragil,D,ambiente,Protocolo_2
3,39.9,94.7,89.4,49.9,fragil,B,ambiente,Protocolo_2
2,35.5,68.2,26.2,22.89,normal,B,ambiente,Protocolo_1
2,53.5,31.6,77.2,72.05,normal,B,ambiente,Protocolo_1
1,46.3,66.0,8.6,13.84,fragil,C,ambiente,Protocolo_2
2,69.9,96.4,38.6,8.72,normal,B,ambiente,Protocolo_1
3,18.0,7.2,67.1,33.28,normal,B,ambiente,Protocolo_1
2,46.4,64.5,83.5,54.89,normal,D,ambiente,Protocolo_2
1,89.7,19.9,94.6,4.4,fragil,B,refrigerado,Protocolo_2
2,8.4,82.6,65.1,25.17,normal,A,ambiente,Protocolo_1
3,48.4,65.9,49.0,62.77,normal,D,refrigerado,Protocolo_2
3,67.8,94.0,10.8,52.81,normal,B,ambiente,Protocolo_2
1,89.3,68.6,31.2,6.94,fragil,D,ambiente,Protocolo_2
3,61.4,6.6,92.7,16.3,normal,B,refrigerado,Protocolo_1
3,83.3,53.5,60.4,58.07,normal,A,ambiente,Protocolo_1
1,26.2,90.8,37.6,9.51,fragil,A,refrigerado,Protocolo_2
3,38.5,27.1,28.6,0.97,normal,C,refrigerado,Protocolo_1
2,94.5,12.9,15.8,79.42,normal,D,ambiente,Protocolo_1
2,89.2,73.4,76.4,49.19,normal,D,ambiente,Protocolo_2
2,58.0,52.7,44.2,34.43,fragil,C,ambiente,Protocolo_2
3,50.2,9.5,94.0,47.85,fragil,C,ambiente,Protocolo_2
3,47.9,31.6,48.2,53.68,normal,A,ambiente,Protocolo_1
3,10.6,36.0,82.7,39.74,normal,B,refrigerado,Protocolo_1
3,89.8,68.4,17.4,52.71,fragil,A,refrigerado,Protocolo_2
3,82.7,49.8,19.3,56.74,fragil,B,ambiente,Protocolo_2
1,48.3,51.3,31.0,14.52,normal,D,ambiente,Protocolo_1
1,31.5,81.6,23.2,34.01,normal,C,refrigerado,Protocolo_2
3,37.6,31.4,97.8,24.51,normal,B,ambiente,Protocolo_1
2,16.7,68.9,81.8,63.83,fragil,B,ambiente,Protocolo_2
1,73.6,39.9,38.1,61.64,normal,B,ambiente,Protocolo_2
1,57.9,44.7,54.4,64.89,normal,B,refrigerado,Protocolo_2
2,27.2,57.8,55.7,35.11,normal,D,ambiente,Protocolo_1
2,64.2,71.1,62.7,46.11,normal,C,ambiente,Protocolo_2
1,98.0,94.8,14.8,56.51,normal,A,ambiente,Protocolo_1
1,16.6,30.6,38.2,25.9,normal,B,ambiente,Protocolo_1
1,48.6,14.9,13.2,78.22,normal,A,ambiente,Protocolo_2
2,51.9,45.7,92.3,30.41,normal,A,ambiente,Protocolo_1
1,20.8,56.9,43.3,43.05,normal,B,ambiente,Protocolo_2
2,55.5,26.7,74.1,66.18,normal,B,ambiente,Protocolo_1
2,62.6,89.6,92.5,59.82,normal,A,ambiente,Protocolo_2
2,19.9,80.9,34.4,40.23,fragil,B,ambiente,Protocolo_2
3,19.7,51.9,13.3,32.78,normal,A,ambiente,Protocolo_1
2,86.4,47.8,36.9,51.04,fragil,A,ambiente,Protocolo_2
3,34.6,8.9,68.7,34.97,normal,B,ambiente,Protocolo_1
3,64.9,56.0,52.5,47.44,normal,B,ambiente,Protocolo_1
3,64.5,61.6,12.1,64.04,normal,C,ambiente,Protocolo_1
3,84.7,89.7,11.7,9.92,normal,B,refrigerado,Protocolo_1
2,75.3,52.6,71.5,55.85,normal,D,ambiente,Protocolo_2
2,84.9,20.0,75.0,4.5,normal,B,refrigerado,Protocolo_1
1,64.4,22.1,15.4,58.77,normal,C,ambiente,Protocolo_2
2,47.7,20.2,80.5,16.89,fragil,B,ambiente,Protocolo_1
1,42.4,94.2,37.8,39.57,normal,D,refrigerado,Protocolo_2
3,41.0,80.4,11.5,21.51,fragil,B,refrigerado,Protocolo_2
3,44.7,83.4,36.7,25.89,normal,C,ambiente,Protocolo_1
1,17.3,84.8,74.4,50.37,normal,B,refrigerado,Protocolo_2
3,45.3,14.1,67.3,34.61,normal,D,ambiente,Protocolo_1
1,42.0,71.7,50.7,39.11,normal,C,ambiente,Protocolo_1
3,8.3,71.9,31.6,79.92,normal,C,ambiente,Protocolo_1
1,31.1,26.4,44.7,9.9,normal,A,ambiente,Protocolo_1
2,76.4,51.6,41.3,30.86,normal,B,ambiente,Protocolo_1
2,59.9,67.9,42.1,42.51,normal,B,refrigerado,Protocolo_2
3,81.6,90.2,51.5,65.13,normal,B,ambiente,Protocolo_1
2,56.6,15.5,48.3,22.73,normal,A,ambiente,Protocolo_1
3,86.1,89.8,14.7,31.63,normal,C,ambiente,Protocolo_1
3,80.6,92.6,32.6,65.74,fragil,A,ambiente,Protocolo_2
1,14.3,92.7,17.3,42.52,normal,B,ambiente,Protocolo_1
3,97.8,5.5,62.2,68.51,normal,B,ambiente,Protocolo_1
3,6.4,26.0,45.2,5.33,fragil,B,ambiente,Protocolo_2
2,61.7,70.7,68.8,23.11,fragil,D,refrigerado,Protocolo_2
3,80.3,35.6,13.3,44.71,normal,D,ambiente,Protocolo_1
3,36.5,10.8,37.8,9.93,normal,B,refrigerado,Protocolo_1
3,61.9,77.5,22.1,38.65,fragil,A,ambiente,Protocolo_2
3,39.4,7.7,13.7,1.61,normal,A,ambiente,Protocolo_1
2,10.8,47.4,78.5,40.47,normal,A,ambiente,Protocolo_2
1,5.8,95.0,17.4,73.64,fragil,B,refrigerado,Protocolo_2
3,14.0,46.8,21.6,75.88,fragil,A,ambiente,Protocolo_2
2,14.3,91.6,39.8,25.67,fragil,B,ambiente,Protocolo_1
2,63.0,43.9,32.8,0.48,normal,B,ambiente,Protocolo_1
1,55.0,37.9,92.4,72.99,normal,A,refrigerado,Protocolo_2
1,48.3,15.2,98.9,45.46,normal,C,refrigerado,Protocolo_2
1,70.7,39.0,45.1,46.53,normal,D,refrigerado,Protocolo_2
3,6.6,37.0,24.1,65.24,fragil,B,ambiente,Protocolo_2
1,30.7,85.4,52.3,31.59,normal,B,ambiente,Protocolo_1
1,78.9,92.4,52.1,33.73,normal,A,ambiente,Protocolo_1
3,91.4,7.1,49.3,68.15,normal,A,ambiente,Protocolo_1
2,46.6,14.3,6.9,39.42,fragil,C,ambiente,Protocolo_2
2,12.7,66.1,17.2,58.92,fragil,B,ambiente,Protocolo_2
3,80.9,51.1,18.4,72.42,normal,C,refrigerado,Protocolo_2
2,89.1,33.2,38.4,31.61,normal,B,ambiente,Protocolo_1
1,44.3,29.7,60.2,71.14,normal,A,ambiente,Protocolo_1
3,28.1,26.3,88.4,26.33,normal,D,ambiente,Protocolo_1
